,pretty_comp,kpoint_length_unit
12015,ScC,105
12016,ZrH,55
12017,MnSiIr,60
12018,DyMnB4,65
12019,Na3Sr3GaP4,60
12020,BaErCuS3,60
12021,Ba4ZnIn,100
12022,TlSe,50
12023,CoH2(BrO3)2,45
12024,CuAuF5,90
12025,BaSiC,50
12026,LiIn(I2O)2,50
12027,BeSnBi,115
12028,B4Mo,95
12029,Sr2YTlV2O7,75
12030,Ba4CrCd,70
12031,InPd2Au,85
12032,MgC2,45
12033,UTe,55
12034,PrBiPd2,105
12035,Mg2Si,105
12036,BiI3,50
12037,MgZn,110
12038,SrLiP,60
12039,V2Pb3O8,50
12040,CeSi2Ru3,120
12041,Na3Li3N2,50
12042,K3BAs2,55
12043,ZrCu2Hg,90
12044,YMnGe,65
12045,ScBeCl,50
12046,Dy2CdIn,95
12047,ThAs,110
12048,PmMgAu2,90
12049,Cd2Bi6O,50
12050,SmTmZn2,105
12051,K2SbAu,65
12052,DyCuSeO,60
12053,K3GeS3,50
12054,BaSiNi2,95
12055,Zn2(PS3)3,60
12056,YbIn3,115
12057,UFeGe,75
12058,TiSe,70
12059,NdCl3,50
12060,Sm3Pd,90
12061,KThCuS3,60
12062,CaF2,45
12063,TlSiPt5,75
12064,SmSbPd,95
12065,BaMg(AgO2)4,90
12066,K4CdP2,55
12067,YTaO4,45
12068,DyIn3,125
12069,AgHg,115
12070,ZrSbPd,75
12071,KBe2P,85
12072,LiYO3,60
12073,ScB2Ir3,110
12074,Y2Mo2O7,60
12075,Na2Cu2Si4O,60
12076,Dy(FeB)2,65
12077,Sb3O4F,45
12078,LiCdAs,65
12079,Li5Mn2V3,55
12080,Zn(BiO2)4,55
12081,Cr3N4,95
12082,Hg(AuF4)2,45
12083,Li2GaAu,110
12084,Cu6OF,55
12085,AgCNO,50
12086,Ho2IrRu,90
12087,NaF3,55
12088,Zn3TeAs2Pb3O4,50
12089,Li4Cr3NiO8,60
12090,Pu(CuSi)2,50
12091,ScGa3,105
12092,Ba4TlTc,75
12093,Mg2BeCl,65
12094,BeNbZn2,115
12095,HS7N,55
12096,BeCuW2,120
12097,Ba2HfPb,90
12098,PaInPt2,75
12099,KBaAu2,75
12100,Ba(PPd)2,110
12101,YGa,75
12102,TiTl2F6,45
12103,LiNiAsO4,60
12104,KMn(SeO4)2,50
12105,TiBeBr4,75
12106,NbOsPb,75
12107,NbN,125
12108,YbPmRh2,115
12109,RbO3,50
12110,Sc2GaPt,90
12111,Si3CCl8,45
12112,CrCo2Bi,55
12113,Ta3B2,70
12114,Ti(CrSe2)2,55
12115,Lu2AlOs,95
12116,BeNiP2,150
12117,CaHfBe2,90
12118,LaC,75
12119,NdHg,90
12120,Pr(AlGa)2,105
12121,HgF2,50
12122,YRe(WO4)2,50
12123,Li2InPt,85
12124,HfAsCl,60
12125,Na3Bi,65
12126,Zn3Si3(SbO)2,60
12127,HfZrZn2,75
12128,LiRu2W,95
12129,Li3Fe(BO3)2,45
12130,RbFeO2,65
12131,Li(Sn3Pd)2,120
12132,Ba2YBr7,50
12133,CrSiRu2,55
12134,USe,45
12135,Be2CoRh,95
12136,BaLiSb,55
12137,U3(SiNi)4,55
12138,AlSb,105
12139,PbCClO2,45
12140,Ag2HgS2,60
12141,HoO3,65
12142,Mg(BeP)2,55
12143,SmTe3,145
12144,TaBe2In,80
12145,Na2Al2B2O7,45
12146,Sr(Si3N4)2,50
12147,Lu3In,100
12148,BaZrBi,80
12149,NaDyTl2,115
12150,KEuS2,50
12151,TaBeIn,90
12152,ErZn,95
12153,Ga2HgS4,55
12154,Ca(BH4)2,45
12155,Sr(MgSb)2,65
12156,YBe2Cr,90
12157,TaMnBe,65
12158,Ti2CS,85
12159,Ba4GaRu,70
12160,NaAl(SiO3)2,50
12161,SmGa3,150
12162,NaCaHg2,85
12163,AlTeI7,55
12164,ScZn2Cu,100
12165,Li2BeSiO4,50
12166,MnOF,85
12167,NdRh,80
12168,Zr3PO2,100
12169,SrMgTl2,110
12170,AgHgO2,70
12171,ScZn3,95
12172,W3(SeS2)2,55
12173,ZrCo,85
12174,InBrO,55
12175,Ba4YPd,65
12176,ScIr,125
12177,BeGa4Mo,90
12178,Be2ReGe,60
12179,K2VAgSe4,50
12180,Be2TlTe,130
12181,Mg2Mn3O8,75
12182,KBi2F7,40
12183,K5Au(IO)2,55
12184,Ca(CdAs)2,70
12185,YbSiPt2,85
12186,InAg,130
12187,Li4ZrBe,95
12188,ErTe,100
12189,AgCSN,55
12190,BaBiBO4,55
12191,NiI2,70
12192,PtI3,55
12193,CeInPd,65
12194,Ba4CoMo,70
12195,CaSi2,90
12196,KCoAs,80
12197,Li5BiS4,55
12198,V3S4,80
12199,BePCl,55
12200,ThB2Pt2C,70
12201,Nb3In,115
12202,DyMgHg2,90
12203,Na2SnO3,50
12204,RbTi5Se8,65
12205,DyPd2,95
12206,Sr2HgPb,75
12207,LiCrPO4,65
12208,Nb4SiNi,100
12209,RbVP2S7,60
12210,V3Zn2O8,45
12211,TiBeTc2,85
12212,CeNiSnH,70
12213,BeSbPb2,125
12214,Sm(ZnP)3,75
12215,Dy(SiRu)2,70
12216,SrBr2,50
12217,SmP3,75
12218,SrSiN2,50
12219,LiFeSbO4,55
12220,K(SnAu)3,120
12221,FeAgO2,50
12222,HfCoSb,65
12223,Zn(BiO2)2,60
12224,MgAs4,65
12225,CoPH6O6F,45
12226,Nd2Ti2O7,55
12227,BeZn2Ge,90
12228,Be2OsPt,90
12229,BeGe2Pd,75
12230,TaBe2Sb,80
12231,Rb4In2S5,55
12232,ZrP2O7,50
12233,Tm(MnGe)2,80
12234,Rh(OF3)2,45
12235,Mg(ScSe2)2,65
12236,LiMn7O2,50
12237,YCuPbS3,60
12238,Pr3Tl,110
12239,Tb(FeSi)2,85
12240,ScBeHg2,60
12241,ZrBeZn,55
12242,SrCaO3,75
12243,Be2SiMo,75
12244,VFe,65
12245,Li2VBO4,50
12246,BaCeO3,55
12247,BeNbSb2,100
12248,AlFe3C,60
12249,TmInPd2,75
12250,Sr3ZnIrO6,60
12251,Sr3CeP(CO)3,50
12252,Mo2RuSe4,60
12253,SbAsRu,105
12254,TaBeRe,65
12255,MgB2,85
12256,CrF6,50
12257,AcYbZn2,110
12258,LiCaAlN2,55
12259,Cr2S5,60
12260,LiFeOF,95
12261,BePCl2,85
12262,Tm2PdRu,110
12263,VCl4,50
12264,LiAuF6,45
12265,SmTmRu2,85
12266,NaBe2Os,65
12267,YErMg2,80
12268,CaTlHg2,105
12269,MnV2Mo,90
12270,Be2CrHg,65
12271,CaYHg2,95
12272,Tm(TiGa2)2,95
12273,BaGaRe2,90
12274,Rb3Nb2Br9,85
12275,K2FeNi(CN)6,50
12276,Li3SbO4,50
12277,BaTiCd,60
12278,LiGaPt2,75
12279,ThB2Ru3,110
12280,RuS2,60
12281,Li4Cr2P4(HO2)3,45
12282,ZnC2(SN)2,45
12283,Hf3Zn3C,75
12284,LiGaIr2,65
12285,BiSBr,60
12286,GeSe,65
12287,As4Se3,60
12288,Ba2ZnBi,95
12289,PrLuSe3,60
12290,YbTa,80
12291,Ta2Be2O5,90
12292,BaSi4O9,45
12293,Sm2Co2P7,80
12294,Sr5Sb3,65
12295,MgBe2Nb,105
12296,Mg2Mo3O8,60
12297,Mg2Cu3Si,130
12298,TiAgSe2,85
12299,Be2ZnGe,135
12300,TiBeTc,85
12301,Er(PRu)2,75
12302,Ca(GeRh)2,75
12303,BaMnAlCuO5,105
12304,Ca2B2O5,50
12305,BeTlNi4,75
12306,Tm4InRh,80
12307,Cd(AsO3)2,50
12308,ZnGa3,130
12309,W3N4,155
12310,RbDyO3,75
12311,Y2C(NO)2,75
12312,K2BeTl,65
12313,BaHgPd2,125
12314,CaMgPb,80
12315,NbVO4,50
12316,NiSnH2(OF)6,45
12317,Li2B4O7,45
12318,NdAl,90
12319,Te3Mo2S,55
12320,ZnSiO3,55
12321,Hg3(SeCl)2,55
12322,LaScSi,65
12323,ZrS,75
12324,Ce(BIr)2,65
12325,Pr5(CoB3)2,70
12326,PrZnGa,80
12327,Pu2Ni2Sn,55
12328,Li3VBPO7,55
12329,CsSnI3,95
12330,K2PtS2,55
12331,YbNdRh2,90
12332,TiBePt4,70
12333,NdO2,45
12334,Li2O,45
12335,CaAl2SiO6,50
12336,BeGa2Mo,55
12337,V2Zn3O7,55
12338,Er(MnSi)2,55
12339,Ba4TaBr,65
12340,Tb(CuS)2,80
12341,Sc2TeO6,50
12342,Al(CrB)2,80
12343,Be2FeTc,100
12344,TlFeF3,60
12345,ZnGaPd2,70
12346,Ca2BeBi,55
12347,Pr3Hf,110
12348,TmB4Rh,75
12349,K2BeSe,50
12350,BaInBi,65
12351,Zn(BH4)2,55
12352,RbAlF4,45
12353,Tm2ZnGa,85
12354,NaYIn2,105
12355,Sr3V2O8,45
12356,KNa3WO5,50
12357,LuCuSi,90
12358,Zr2Al3C5,75
12359,BaSn3Pt,75
12360,Te2Br,60
12361,Ba4TiTc,75
12362,BeGeIr2,100
12363,Zn(CrSe2)2,60
12364,Be2GaCu,140
12365,MnZnO2,50
12366,La(CoGe)2,70
12367,KCoO2,50
12368,NaZr2CoF,50
12369,MgSc2Ru,85
12370,ThSiTe,80
12371,Na2MgCl4,50
12372,UBrO2,75
12373,Sr(AuO2)2,50
12374,Li2Ti3NiO8,55
12375,MgNi2Sn,100
12376,TbYIr2,95
12377,Hf4BeP,105
12378,H(CN4)2,80
12379,SrRuO3,70
12380,NbBO4,45
12381,W3O8,45
12382,Li2NiO2,45
12383,KBeRe2,95
12384,Ba4CrSb,95
12385,HoSb3,125
12386,YbPu3,50
12387,HfAsOs,115
12388,Mg3Ni,105
12389,RbPt2Se3,55
12390,LiMg2Zn,90
12391,Ti8O3,75
12392,K5Pb24,110
12393,HfBeRe2,95
12394,SmErRu2,85
12395,CdAs,95
12396,ZrAl,115
12397,Li7VO5F,45
12398,RbSbBrF3,45
12399,UCoAs2,80
12400,Be2V,65
12401,Zn(InSe2)2,60
12402,K2BeW,50
12403,K3Sb,60
12404,LiAuS,60
12405,BaMnBi,65
12406,NdSnAu,70
12407,Na2PdF4,50
12408,K2PtF6,45
12409,PBr7,55
12410,YCdHg2,115
12411,Ba4TeRu,100
12412,Mn3O4,55
12413,NiHgO2,55
12414,TlSn2Br5,55
12415,CaMnF5,45
12416,NdSe,95
12417,TlPd3O4,55
12418,Sr(BeN)2,50
12419,Be2CoTe,90
12420,Te5Mo4S3,60
12421,ZrTiTe4,85
12422,LiCaBe,105
12423,BaBiMo,70
12424,Y2CdS4,65
12425,Dy2AgIr,85
12426,Y(AlSi)2,135
12427,Er2Fe2Si2C,65
12428,KNiAsO4,55
12429,Ho2CuTc,65
12430,YBi,60
12431,Li5CoO3F,50
12432,Be2ZnPd,95
12433,H4C3NF5,45
12434,Tb2O3,50
12435,ScNiB4,70
12436,U3O5,50
12437,Ba4YSn,65
12438,Ce3ZrO8,45
12439,Y2BeSn,60
12440,PrSb2Pd,95
12441,KRuF6,50
12442,TbNiC2,60
12443,Na2SiO3,45
12444,Li3Mn5OF,50
12445,KBe2Cr,60
12446,Yb(MnGe)2,65
12447,HfTe2,95
12448,LaPbAu,100
12449,BeSiIr2,75
12450,K4Sb2O3,60
12451,LiAsP2,110
12452,HoHO2,50
12453,BiTeCl,60
12454,K2FeCu(CN)6,40
12455,BeTcRu,110
12456,Be2TcPt,85
12457,Te6Mo3WS2,65
12458,MgTiPO5,55
12459,Mn3GaC,55
12460,ThCo2,85
12461,Na2MgSn,80
12462,AgB(CN)4,40
12463,NdGeAu,80
12464,CaCuO2,50
12465,Na3AlTe3,65
12466,CaAl4O7,50
12467,Ba2BiMo,75
12468,Ba4RuCl,70
12469,TbCl3,55
12470,Sm2Fe2Si2C,75
12471,KMnO2,50
12472,TaAgS3,90
12473,MnBeGe2,55
12474,Y2InHg,95
12475,Mg(C2N3)2,45
12476,CdCu2Rh,95
12477,Ba4LiP,85
12478,HgPd,130
12479,Dy(BC)2,100
12480,Mg2CuN2,55
12481,ZnCu2GeSe4,60
12482,KSi,90
12483,Nd3Th,95
12484,LaBePt2,90
12485,Na6ZnS4,55
12486,LiMn2Cr2O8,50
12487,NiBTe,65
12488,Li3AlN2,50
12489,HfScAu2,80
12490,Ho(CuS)2,95
12491,Re3N,100
12492,NaAuO2,55
12493,LiNdGeO4,50
12494,CaGe2O5,50
12495,DyInPt,115
12496,HoAsO4,50
12497,Na2LuPCO7,50
12498,BaSc4Mo,70
12499,Ho2CuRh,85
12500,KCa(PO3)3,50
12501,TmSb,105
12502,CaNiF6,45
12503,Hf2IrOs,105
12504,Ba2MgZr,65
12505,NbIr3,110
12506,Be2HgTe,95
12507,LiFe(CoO3)2,55
12508,As2Pd,95
12509,Sr2Sb2O7,50
12510,Co2SbO6,50
12511,GeBr2,45
12512,AgPbBrO,55
12513,Li2Mn2SbO6,60
12514,K3AsSe3,50
12515,Dy2Zr2O7,50
12516,MnGaCo2,60
12517,AsO2,50
12518,YbB2Ir3,105
12519,Ag3AuS2,55
12520,ScRh,110
12521,K6Fe2O5,45
12522,BeCu2Ni,70
12523,YErTl2,85
12524,Na3OsO5,50
12525,CeB4,70
12526,Sr2In2O5,55
12527,Li2CoCuO4,55
12528,Ba4BiCl,80
12529,LuC2,95
12530,NaMoO2,60
12531,CrAsRh,80
12532,Na6CdCl8,50
12533,LiCaUF8,40
12534,Sr3Lu,80
12535,YTiSi,75
12536,Ba3Ti3O8,65
12537,Na2BeBr,55
12538,Ca(CoS2)2,55
12539,CdIrRu,80
12540,ScBeMo4,70
12541,Li2AlNiO4,55
12542,HfGeTe,95
12543,BeVFe2,55
12544,BaZnCr4O8,75
12545,Dy3S4,70
12546,Ta2Ni3S8,70
12547,YCuPb,95
12548,TmAgTe2,65
12549,Ti4Cu3O2,60
12550,Ca2Bi2O5,60
12551,Li5CuSO2,55
12552,Co2Mo3O8,55
12553,Cu2GeAs,145
12554,Ta3SiTe6,70
12555,VAu2,65
12556,KBeGe2,70
12557,Nd3RuO7,70
12558,BeCoTe,80
12559,YbSe,55
12560,Zr2AlC,100
12561,UAs,60
12562,Mg3V2O8,45
12563,YAlO3,50
12564,Be2FeSn,60
12565,UCl3,45
12566,AgAuS2,80
12567,PrGeAu,90
12568,NaNdSe2,55
12569,BeMo4Os,70
12570,SrSn,95
12571,ErMgCd2,105
12572,K4CaU3O2,50
12573,MgCr2O4,55
12574,ScZnRh2,75
12575,Yb2CuIr,90
12576,Ho2CdSe4,65
12577,MgBe2Bi,120
12578,Nb3Fe,95
12579,HfIr3,100
12580,LiScMo3O8,50
12581,Pr2Ti2S2O5,55
12582,Na2MnAsCO7,55
12583,Au3S,80
12584,Li4Fe3SbO8,50
12585,Ba2ZrPb,95
12586,MgNiH3,135
12587,Sc3As2,90
12588,BeZnFe2,55
12589,HoScO3,50
12590,Sc2FeSi2,55
12591,VGaCo2,50
12592,Ni2Mo,80
12593,ZnIn2O4,55
12594,CoCu2SiS4,85
12595,Lu2AlSi2,75
12596,Sr2UZnO6,45
12597,Tm2NiIr,75
12598,HoCdHg2,110
12599,TeAsIr,55
12600,Ru3W,95
12601,Sr2LuBiO6,55
12602,Pb3SeO5,55
12603,Tm2MgGe2,115
12604,AuBr,75
12605,BaTlSe,70
12606,ErCu,100
12607,Hf2Fe,95
12608,LiY2Co,95
12609,Dy3Y,80
12610,Dy2ZnOs,70
12611,CrS,70
12612,KSn2I5,80
12613,SrAgO3,145
12614,BeGaCo2,85
12615,LiVF4,45
12616,Rb3NbS4,50
12617,LaRh,95
12618,Ba4ReSe,95
12619,CaAcZn2,65
12620,Rb2MnCl4,70
12621,PdO2,55
12622,BePtSe,130
12623,BeRh2Cl,60
12624,Sm2AgRh,100
12625,Ba4CrCo,70
12626,SrN,60
12627,YPaTc2,70
12628,LiBeP,65
12629,BaLiZn,90
12630,Sc(ReO3)2,75
12631,Sr2Pb,75
12632,NaTbO2,50
12633,Ti3SnH,65
12634,Ni3(PbSe)2,70
12635,Sr3In,80
12636,Te2Au,105
12637,CeP,50
12638,NdBPt2,95
12639,AgSbF6,45
12640,BeGe2Mo,65
12641,Ba4TaRh,75
12642,DyCoSn,90
12643,BeFeW2,105
12644,ErAu,130
12645,Ho2RuRh,90
12646,SmBPd3,80
12647,Ca(NiS2)4,75
12648,NaPr(SeO4)2,50
12649,TbCu,110
12650,UH3,65
12651,LaGaO3,50
12652,LaBe2Te,80
12653,LiV3O8,50
12654,SmTmTl2,110
12655,Na5InO4,50
12656,KSnSO4F,50
12657,Nb2VAs,70
12658,LaYbAg2,75
12659,IClOF,50
12660,SmClO,45
12661,Ba2Sb,65
12662,Ba2YSbO6,50
12663,ThGeS,105
12664,CaCl2,50
12665,Ca3SnO,110
12666,LiV2(PO4)2,55
12667,CeRu2,80
12668,YbAu,105
12669,LuInAu2,75
12670,Sr3CdIrO6,60
12671,Li3Au,100
12672,P2Rh,65
12673,ZrScOs2,95
12674,Lu2PdPt,115
12675,CuH4(ClO)2,75
12676,Sc(BC)2,100
12677,BeCd4Rh,105
12678,MgPd3,95
12679,Np(CrSi)2,60
12680,Sm2Ag2O5,140
12681,NbInPt,90
12682,CaSnRh2,70
12683,Li8FeO6,50
12684,Li2V(PO4)2,50
12685,Ba2YV3O8,80
12686,BeRhSe,95
12687,TaBeMo,95
12688,Ba5Nb4O5,50
12689,BeSiCl4,95
12690,Pa3Sb,95
12691,BaTaPt2,100
12692,CeY3,70
12693,Tb3Mn3Ga2Si,75
12694,Nd5(FeB3)2,70
12695,Ac3Sm,115
12696,Na3In2Au,110
12697,MgCoF6,50
12698,NaDyS2,55
12699,Li4V3Ni3(WO3)2,50
12700,Li3Ti2Mn3,55
12701,LiH2N,45
12702,Tl2(IO3)3,50
12703,Cr3Ga,90
12704,BaHgBr,60
12705,Si3MoPt2,95
12706,Ba4ZnPd,90
12707,Li2InGa,70
12708,Sr3HoRhO6,50
12709,ZrCo2Sn,85
12710,Zn2Fe3O8,55
12711,YFeO3,90
12712,TmCdPd2,85
12713,AgClO3,50
12714,DySBr,75
12715,CrCl2,55
12716,Mn8(OF)3,55
12717,ZrBe2Cd,105
12718,TcH4NO4,40
12719,V2ReRu,65
12720,Pd3N,95
12721,Dy2Mg,90
12722,CuHgO2,85
12723,Nd(AlAu)2,115
12724,Sr2CdPb,85
12725,MgZr3,60
12726,LiZn2Rh,85
12727,CaBe2P,90
12728,BaBiClO2,75
12729,ErAgTe2,55
12730,SnClF,50
12731,UBi,50
12732,Sr(MnGe)2,65
12733,CoF2,55
12734,HfS2,60
12735,Sn2IF3,55
12736,BeFeCl4,70
12737,Li4TiCo3O8,55
12738,YBe2Ir,60
12739,Sm2IrRu,105
12740,MnH4(OF2)2,45
12741,YOF,40
12742,Er2B4C,95
12743,CeHg,60
12744,DyI3,60
12745,RbCaCO3F,50
12746,SnAu5,110
12747,MnBeSb,45
12748,SbRh3,60
12749,IO3,55
12750,Tm2AgRu,85
12751,Li2VOF4,55
12752,Ba4MgOs,80
12753,YBeZn2,95
12754,HoMg,65
12755,Bi2Os2O7,80
12756,SmMgHg2,85
12757,Li6MnS4,60
12758,Li4NCl,45
12759,Ni3Te,75
12760,MnGaH4O2F5,40
12761,Ba4BeCr,90
12762,SrSi,75
12763,BeZnGe4,145
12764,LiCu2Sn,125
12765,Ti2Pd3,70
12766,K2BaP,70
12767,ZnCu2GeS4,60
12768,Ti2TcRu,90
12769,Ba2SbBr,45
12770,Ac2CuIr,105
12771,Li4MnBe,70
12772,Sr3Ru2O7,70
12773,K3Na(SO4)2,45
12774,BeInPt2,105
12775,Sr(FeAs)2,90
12776,Sr(CdGe)2,75
12777,Ti2Be7,105
12778,Ba3(SiAs2)2,55
12779,Nd3GaO6,55
12780,CoCl2,70
12781,Na2IrO3,60
12782,KAlP4(HO)4,45
12783,BeCr2Hg,65
12784,CaB4O7,50
12785,Tb(CoB3)2,65
12786,MgBe2Tl,75
12787,Er2InPd2,135
12788,TlAu3,90
12789,AcTlAu2,85
12790,Li2HgAs,60
12791,YBiPd2,65
12792,UPbO4,45
12793,Li7Ni(O2F)2,50
12794,ScGe,75
12795,Na5MnO4,50
12796,LiSbAu,90
12797,LiEu2Si3,95
12798,Yb4Sb3,110
12799,CaBe2Fe,45
12800,LiTiO2,60
12801,UOs2,70
12802,Ca2AgWO6,55
12803,Tb3Sb4Au3,65
12804,Mg7Al2,115
12805,AcInHg2,105
12806,Ce(CoP)2,50
12807,Ta3Co3C,95
12808,KBe2Tl,120
12809,Pm2NiRu,95
12810,CrGeTe3,70
12811,Ca2CoO3,65
12812,V3As2,65
12813,Ce3InC,60
12814,Ho2Ti2O7,55
12815,TiBe2Nb,55
12816,CoTe(PbO3)2,50
12817,Ba2YZn,70
12818,Au2S,55
12819,MnZn2SbO6,50
12820,TbTlAg2,95
12821,SmCoP,95
12822,K2S,50
12823,TaBe2Pb,100
12824,Cu2HgGeSe4,55
12825,Pr(SiOs)2,70
12826,CeIr2,65
12827,TcAsAu,65
12828,TlCr5S8,60
12829,LiSbS2,85
12830,Ga(IO3)3,45
12831,NaBeGa,115
12832,Bi2Pd3S2,85
12833,MgNiF5,55
12834,KGaH4,45
12835,CrAu4,55
12836,Al6Re,100
12837,TlPPbS4,60
12838,TiSiOs2,80
12839,LiErTl2,80
12840,YBe2Pd,95
12841,MoF4,55
12842,LiCdSb,80
12843,Sr(YbS2)2,60
12844,Ta2Se3,100
12845,TeI,65
12846,Na2ZnS2,50
12847,IOF3,50
12848,Ba2Pd(OF)2,95
12849,LiPm2Ir,85
12850,Er(SiNi)2,75
12851,LiCeSn2,65
12852,SmY3,80
12853,YSnRu2,105
12854,Li2O2,95
12855,Mg(MoO)6,60
12856,LiTmTl2,115
12857,NaAlSe2,50
12858,RbCu2Br3,55
12859,Ba4InSn,95
12860,ZrFeTe,50
12861,BaLu2O4,50
12862,Ti2AlV,65
12863,TlAgI2,55
12864,Ho(MnGe)2,50
12865,TiS2,105
12866,NbSe2,110
12867,TiMn2Si,60
12868,CaCr2O5,70
12869,Ti2AlN,95
12870,BaTeO3,55
12871,ScSn2,115
12872,CaPt5,85
12873,Ba2Ti2CuF4,45
12874,Tl2O,85
12875,Cd(InTe2)2,60
12876,Ta3Ru,110
12877,Y2HgPb,85
12878,VN,125
12879,Ba2CrTe,65
12880,RbO2,50
12881,BeSnCl,55
12882,ErInPd,135
12883,Sn(PS3)2,55
12884,Ba2NaMg,105
12885,KScO3,75
12886,AlFeF5,45
12887,ScAlAg2,95
12888,Ba2InNi,90
12889,Ba(POs)2,95
12890,NbO,90
12891,TiPbO3,55
12892,Pr3Si2ClO8,45
12893,Co2RhS4,70
12894,ReSe2,55
12895,ZrCoBi,55
12896,Ba4FeNi,75
12897,Yb(GePd)2,105
12898,MgCu2As,105
12899,Be2TlHg,120
12900,Ba4TlSb,90
12901,NbV3O8,55
12902,Hf3N4,50
12903,Li5MnCr3O8,55
12904,In2NiS4,75
12905,K2Ag2SnSe4,60
12906,Tm3Si,80
12907,K3Y,60
12908,BaMnV2(AgO4)2,50
12909,Ba2TiBr,60
12910,Ho5(ReO)2,55
12911,KTbO3,110
12912,HfBeTe2,100
12913,PrSi2Ni,100
12914,Rb2PtS2,50
12915,ZrSiSe,100
12916,LiGaS2,55
12917,Rb2NaFeF6,45
12918,CaBe2V,65
12919,ScGa2Ni,75
12920,Mn2GeO4,55
12921,Ag3Sn,105
12922,MnP2O7,55
12923,CeCrSe2O,60
12924,LiHF2,40
12925,Sc3P2,70
12926,BeCdBi2,95
12927,Tb(AlGe)2,130
12928,PrLuO3,55
12929,K2YNb5O5,55
12930,Na3Sc2(BO3)3,45
12931,ZnSiP2,55
12932,HoZn2,75
12933,Ta2CrFe,95
12934,MgTiF6,45
12935,B4C,50
12936,BiS2,50
12937,TiP3,95
12938,Li2BiO3,60
12939,MgCuP,75
12940,YbSiIr,105
12941,LiSn4Rh,100
12942,Na2BeCl,55
12943,MoW3(SeS3)2,55
12944,DyP,125
12945,YOsO3,90
12946,Sc3(NiGe)4,75
12947,Al2FeNi,75
12948,LiY2Rh,85
12949,MnSe2O5,50
12950,NaMnAs,65
12951,Ti2BeGa,100
12952,U3Se4,55
12953,VF3,55
12954,BePd2W,105
12955,TlBr,50
12956,BeCuPt,110
12957,YZrBe2,65
12958,Bi2PdO4,95
12959,TmBRh3,100
12960,BeGaBi2,130
12961,Hf3Te2,95
12962,LiIr,110
12963,BeNbIn4,110
12964,Ba4FeSb,105
12965,KRb2Na,85
12966,AgHgSI,60
12967,BeZnIr2,65
12968,NdFe3(B2O)2,55
12969,NaFe2O3,50
12970,NbOF3,45
12971,Li2HgGe,110
12972,Ca3SiBr2,75
12973,Sc2AgRu,70
12974,Ho4(Ga2Co)3,100
12975,Li3Mn(PO4)2,50
12976,Mn2Al2O7,55
12977,SnCl2,75
12978,RbHSeO4,45
12979,MgBe2Nb,100
12980,Ba4HfP,70
12981,YSi2Rh3,120
12982,Nd2InRh2,105
12983,Li2BeTl,140
12984,TlPPt5,105
12985,Ba4CrFe,70
12986,UGeSe,55
12987,PrNiO3,70
12988,U4Ga2Pd,65
12989,K2BeTe,90
12990,Be2ZnGa,135
12991,Sr2B4Rh5,90
12992,Ti2Re,75
12993,ScRu3,65
12994,CaBe2(PO4)2,45
12995,BaS,50
12996,CuBi,100
12997,ErNi3,70
12998,Li5Nb2Fe5O2,50
12999,BaYCuSbO5,100
13000,LiZnPS4,50
13001,HfBeNi,55
13002,InAs,110
13003,NaBi,130
13004,Dy3Se4,75
13005,Na2MgBe,105
13006,Nb3Al,110
13007,K2Os(Cl2O)2,45
13008,MnBeTc,85
13009,PrRh2,80
13010,TiZnF6,45
13011,CaSnO2,50
13012,LiErIn2,85
13013,BaHo2PdO5,50
13014,AlAu4,115
13015,BeV2Cu,60
13016,LuRh2Pb,90
13017,Ba4HfNi,65
13018,MgPd5,70
13019,Y3CuGeS7,60
13020,Ba2YV3O7,85
13021,MnCrRe,70
13022,UTeN,55
13023,Ba3InRu2O9,55
13024,TbAl3,100
13025,AlCo2Si,90
13026,Be2GaCl,125
13027,BaMg(BiO2)4,85
13028,NaVS2,80
13029,ZrSnPt,55
13030,KTb2CuS4,55
13031,NbInS2,70
13032,V3Te4,55
13033,LaInCu2,100
13034,H2CSO4,45
13035,YbThPt2,115
13036,Li2MgCu2(Si2O)2,45
13037,SrBrF,50
13038,YTe,95
13039,SnPd,120
13040,XeIF7,40
13041,VCo2Ge,60
13042,Yb3TlC,95
13043,TiAlOs2,65
13044,Li4V3CrO8,60
13045,Ba4VTe,90
13046,MgRu2W,95
13047,Ba2CaMo,60
13048,LiTi2O4,60
13049,NpMn3,70
13050,Ce(PRh)2,70
13051,TlBCl2,80
13052,Hg(BiO3)2,75
13053,CaBiCO4F,50
13054,MnSnPd2,70
13055,Hf2BeW,65
13056,ZnCr(SiO3)2,50
13057,SiB,100
13058,NaBe2P,65
13059,PrAl7Au3,90
13060,Be2ZnIr,85
13061,SrBe2V,75
13062,RbBF4,45
13063,HgGeO3,100
13064,NaMo3,100
13065,Rb3Li,85
13066,Nb(SeBr)2,45
13067,Yb3Os,85
13068,PrTlCd,105
13069,SmGeRu,70
13070,ErGa5Co,115
13071,BaCa2Sn,120
13072,Li2Ti2FeO6,50
13073,Be2PtBr,65
13074,Li7V5O2,55
13075,MgSeO4,50
13076,Sr2GeSe4,60
13077,Ca(CoS2)4,65
13078,CeInNi,65
13079,ZrCd2H2(O3F4)2,50
13080,PdSe,65
13081,CaSnHg,135
13082,Hg2SeO4,55
13083,Li3FeOF3,55
13084,Zn3(PS4)2,60
13085,BeCo2Hg,80
13086,U(Al2Fe)4,80
13087,SrTcN3,80
13088,SrAgSb,105
