,pretty_comp,encut
14138,Lu6FeSb2,550
14139,U4As6Ru7,1050
14140,SrBe2Cu,1050
14141,Ba3SbP,650
14142,RbNaSi2O5,1300
14143,MgCo(SiO3)2,1250
14144,UTe3,550
14145,PrMgPt,800
14146,BaSr3,500
14147,LiAc2Ru,650
14148,YMgBe2,1000
14149,Na3Nd,800
14150,TbCoGe,800
14151,Th2MnN3,900
14152,CuBi(PSe3)2,900
14153,ScBeBr2,650
14154,Li2Nb2Fe3,1250
14155,ScBe2Sb,1000
14156,ZrPt3,850
14157,UHg2,500
14158,V3Re,600
14159,SrUS2,650
14160,Tb5Ge3,750
14161,Nd(BRh)4,1200
14162,Rb2ThF6,650
14163,ScFeO3,1200
14164,Nd(PO3)3,1850
14165,BeBi2P,700
14166,Li4BeRu,1200
14167,KLi2As,1200
14168,Sm2IrPd,500
14169,TbPS4,650
14170,BaSn3Pd,600
14171,MnBeRh2,650
14172,SrCu2GeSe4,900
14173,BeInW2,950
14174,ScAsW,500
14175,Mo(SeCl)2,850
14176,Ba4VRe,600
14177,Sr3P4,650
14178,BaMgBi,600
14179,SiNi3,650
14180,Mn3Al,700
14181,AsS(ClF2)3,1300
14182,Sr(AsRu)2,500
14183,Sc2TcPd,1000
14184,Pa2S3,600
14185,BaMoIr2,500
14186,TbRh3C,850
14187,BePb2Cl,1000
14188,Ba2ErNbO6,1200
14189,Er5BiPt2,850
14190,Er(Al2Mo)2,500
14191,V3Rh,550
14192,LuPb3,500
14193,Tm2RuPt,500
14194,BaSrMo,500
14195,LiNbO3,1250
14196,KBe2Mo,1000
14197,MgBe2Tc,1050
14198,MgMn2O4,1150
14199,CuAsS,950
14200,V2FeS4,650
14201,BeSi2Pb,650
14202,LiGaSe2,1250
14203,ZnWO4,1200
14204,TlCuIr,600
14205,Tm2MgTc,750
14206,BaCd2Bi,500
14207,CeGa,1300
14208,As3HO6,1350
14209,BaS,600
14210,LuBi3,500
14211,BaHgSb,500
14212,Mn3AlC,850
14213,MnPO4,1250
14214,Li5Fe3Ni2,1250
14215,NiF3,750
14216,ErCd,500
14217,ZrIr3,550
14218,KTa(AgSe2)2,600
14219,BaPb2C2(O3F)2,1250
14220,YBeCo4,650
14221,NaPb3,500
14222,Li4UO5,1250
14223,Li6Fe(SiO4)2,1300
14224,Np(MnGe)2,750
14225,BaNaBr,600
14226,U(SiRh)2,500
14227,Hg(BiS2)2,750
14228,ZrBeSi2,700
14229,LiAlFeO4,1250
14230,Sr2ScBe,1000
14231,CaMnBi2,700
14232,Ca(GePd)2,500
14233,Na4SnO4,1250
14234,RbCdCl3,900
14235,ErMnO3,1250
14236,Be2NiP,1000
14237,V4OF,1250
14238,LiTc2Pd,800
14239,MgVO3,1100
14240,MgBe2Ni,1000
14241,Li2TlPd,800
14242,Tl3Ir,500
14243,BaReBr2,550
14244,Nd2PbSe4,500
14245,TiCoO3,1150
14246,AlF3,1200
14247,CeCd,1250
14248,Ir2S3,650
14249,Ga2FeAs,700
14250,LiVPHO5,1250
14251,Mg3Mo,750
14252,BeVOs2,650
14253,YbIn2Ni,600
14254,K2TcCl6,850
14255,LiHg3,800
14256,AlCo2Si,500
14257,CdTeMoO6,1200
14258,RbBeO3,650
14259,ScCuSi,900
14260,BaRu2Cl,550
14261,HgRhO3,800
14262,LiEr2Ga,500
14263,CdSnRh2,650
14264,TiCdHg2,550
14265,Co(PdSe)2,500
14266,Cu3Te2(BrO3)2,1200
14267,LiMg2In,800
14268,ScGeRh2,600
14269,LiSbO3,1300
14270,KIn(GeO3)2,1250
14271,Y3Si3Rh,650
14272,PmAgAu2,550
14273,BaTlBr,500
14274,VFeH2O5,1200
14275,Ba2NaFe,750
14276,K2Te,500
14277,CaCoSi,500
14278,BeGaSb2,650
14279,BaScCl,600
14280,PbF2,600
14281,YCd,500
14282,TbPd3,500
14283,ZrBeNi4,650
14284,Mg(VS2)2,800
14285,TaZnAs,500
14286,Zn3Os,700
14287,Sc2IrRu,500
14288,HfScBe,950
14289,Li(SiRh)2,750
14290,Ca5Zn3,750
14291,BaMgGa2,500
14292,LiMnSb,800
14293,Ba3Yb4O9,1250
14294,Mn2VGa,700
14295,Co4NiO8,1200
14296,Ba2CoMoO6,1100
14297,Tb(CrSi)2,550
14298,Ni3(SnS)2,600
14299,Mg3Re,750
14300,LiAcTe2,750
14301,Ca5Sc2(CoO)2,1250
14302,Ba4BeTe,650
14303,LiCrCoO4,1250
14304,ScGaPt2,500
14305,Rb3Hf,500
14306,Sc2CuOs,600
14307,BeZnSn4,600
14308,K2CoCl4,850
14309,SrTi2Be,650
14310,Lu3Al,500
14311,MgTi3,600
14312,SrBe3O4,1250
14313,Zn(InSe2)2,650
14314,HoCo5,550
14315,BaFePt2,500
14316,SmAu3,600
14317,HoTlPd,900
14318,NiBrO,750
14319,PuNi,750
14320,TmTaO4,1200
14321,BaYAgSe3,500
14322,Mg3(AsO4)2,1300
14323,MnCuSb,600
14324,TlBiS2,600
14325,Ti2BeCl,950
14326,AsO2,1300
14327,Li3CeBi2,850
14328,NdSi2Ni,650
14329,Ba4MgSc,500
14330,K3CaP2HO8,1250
14331,RbBiS2,600
14332,Li4HfO4,1300
14333,Sm4U2O,1250
14334,Cu2PbO2,950
14335,Cr3Ni,600
14336,LiAlPHO5,1100
14337,HfVSi,600
14338,Ba4MgMo,500
14339,KTiS2,600
14340,Na5Mn7O6,1250
14341,KMgF3,600
14342,Ti2MnAl,600
14343,BeBiCl2,900
14344,Ce2SeO2,1300
14345,VSiOs2,600
14346,RbCu2Br3,950
14347,SiH,600
14348,BeReBi2,650
14349,Tm2HgOs,500
14350,Er2Mg,700
14351,MgBe2Pb,1000
14352,ScBO3,1200
14353,Li3FeF6,1200
14354,Ca2BePt,1000
14355,HfBe2Pt,1050
14356,LiAl2Ni,700
14357,Ag2SnHgSe4,550
14358,YNiSb,600
14359,BaCd2Se,500
14360,MgCuF4,750
14361,SrTePd,500
14362,BeBiPt,950
14363,Bi2Pt,800
14364,Be2GeOs,1050
14365,ScNiBi,600
14366,Yb2HgGe,500
14367,BeV2Mo,1050
14368,Ba4SnPt,600
14369,Ba4I6O,1450
14370,PuGa,900
14371,ScBPd3,500
14372,Rb2AgCl3,900
14373,Yb2AgGe,500
14374,VGaFe2,700
14375,Na3LiP2O7,1300
14376,HgB2(CN)8,1300
14377,CaNiWO6,1250
14378,KBaP,550
14379,Li3Y(NiO3)2,1200
14380,Al2Te5,500
14381,AgHgAsS3,850
14382,Rb2MnTe2,500
14383,Li2GePd,800
14384,Hg2BrN,900
14385,Rb2LiInCl6,850
14386,AgSbS2,850
14387,Mn3P,1350
14388,LiMnPH2O5,1250
14389,VGaO3,1250
14390,FeRh,500
14391,BeCdSe2,650
14392,ZnNiP2O7,1300
14393,Ba2YHf,500
14394,ScC,750
14395,Mg2SiPt,750
14396,Na2GaPCO7,1300
14397,Sr(GaAu)2,700
14398,ZrN2,850
14399,Ba4HgRu,500
14400,PuSi3,850
14401,Li2PmGa,750
14402,LaAgO2,1500
14403,HoAl7Au3,850
14404,YbCuGe,600
14405,CdBiS2Br,550
14406,Yb3Tc,800
14407,Be2CdP,1000
14408,SrZnCl4,850
14409,Rb2CuH4(Cl2O)2,1150
14410,NaSmS2,600
14411,TlSbSe2,500
14412,Pb(ClO3)2,1300
14413,Sr2Fe2Se2OF2,750
14414,TbB2Rh2C,800
14415,BaAu,500
14416,Mg2Ti2O5,1250
14417,BeV2Hg,650
14418,CaBePb2,650
14419,BeTl2Os,650
14420,CeRh3C,1250
14421,KNaGeO3,1250
14422,HAuO2,800
14423,RbCrCl3,850
14424,YCuSi,650
14425,U2TeN2,900
14426,RbHCO2,1300
14427,Co3Se4,650
14428,Sc2BeCl,950
14429,TlIn5Se7,750
14430,BeFeSb,650
14431,MgAlPd2,800
14432,MgBeTc,950
14433,RbLiS,800
14434,UCd,500
14435,Hg2Sb2O7,1250
14436,SmMgAu2,600
14437,Mo2As3,600
14438,Y2AgRu,700
14439,InCu2,950
14440,BeFeTc,1000
14441,LiBeHg4,900
14442,Mn2Au,500
14443,K4Ba(GeO3)3,1250
14444,HoMoO4F,1250
14445,Be2PdW,1000
14446,KCl,600
14447,Na3ClO,750
14448,Tb2Pt,850
14449,MgSiRh2,650
14450,KHg2S(ClO)3,1250
14451,DySi2,500
14452,Ni3(PbSe)2,600
14453,Li2UMo2,1100
14454,Np3In,800
14455,Ta2CdBi,500
14456,AlTc2,1000
14457,Be2ZnIn,1000
14458,Tb2Nb2O7,1250
14459,CsK2Bi,750
14460,Li3ZrNb(TeO)2,1300
14461,V3Pb,650
14462,Ba4IrPb,600
14463,SrCdAu2,600
14464,CaPmPt2,650
14465,BH9(CO)3,1300
14466,Ba4OsPd,600
14467,BeNi2Rh,1000
14468,LiY2Ir,750
14469,PrDy3,500
14470,ThPt,800
14471,TiBeTc2,1050
14472,AlTeI7,500
14473,NdB4,1050
14474,V6C5,1150
14475,Y2BeIn,950
14476,SnRuW,500
14477,NiCO3,1200
14478,KGaS2,700
14479,PaGaFe2,700
14480,Zn(Sn2O3)2,1200
14481,Be2PtPb,1050
14482,BaSc2Ir,500
14483,Tl2O3,1250
14484,CrAgSe2,500
14485,FeN3ClO3,1300
14486,CaSO4,1300
14487,BaRuO3,1250
14488,ScCu2Hg,700
14489,Nd2SO2,750
14490,NaLiFe2(Si2O)2,1250
14491,Y3Sn,500
14492,TlSb,500
14493,Sr2FeO4,850
14494,LiMn(PO3)3,1250
14495,Ca5Si3,500
14496,Li4NbFe3O8,1250
14497,KIO3,1050
14498,Re3Mo,750
14499,Sr2FeMoO6,1200
14500,BeCo4Cu,650
14501,CaVO2,800
14502,InCuSe2,600
14503,BeCo2Sb,650
14504,Ce(SmS2)2,1300
14505,DySnAu,500
14506,HoSi2Ni,650
14507,BaSm2PtO5,1250
14508,Ca2TaBe,1000
14509,UFeS3,700
14510,Ti2AsW,500
14511,Li4FeO4,1300
14512,HgS,600
14513,Sc2BeGe,650
14514,Nb3Ga2,650
14515,Tb(SiIr)2,500
14516,Sr2TiBe,950
14517,MgPaRh2,650
14518,V3Ag,500
14519,Na2Mn3Cl8,850
14520,Sr(CuSi)2,850
14521,BaMn2Cu,550
14522,Sn2IF3,750
14523,Rb2Hf2O5,1150
14524,Na2LiN,1050
14525,Sr3SbN,800
14526,LiYb2Cl5,1200
14527,CaBeBr,950
14528,In2Si(AgSe3)2,600
14529,CrInCo2,550
14530,Tb3Nd,500
14531,Zn(CoN)2,900
14532,SrSiO3,1300
14533,TmNiSb,600
14534,K2Cd2O3,850
14535,ThPb,500
14536,Sr3MgIrO6,1250
14537,Mo2H2O7,1250
14538,ScCu2As,800
14539,NaHO,800
14540,Sm4Sb3,500
14541,YPd2,500
14542,BeSn2Mo,650
14543,HfBe2Hg,1050
14544,Ni3Sb,600
14545,YCdPd2,850
14546,TaAgF6,1200
14547,Ce3ZrO8,900
14548,UBiSb,550
14549,Ba3Bi(ClO)3,2000
14550,K2SnHgSe4,500
14551,LiSnAu,800
14552,CdF2,650
14553,TbInPt4,850
14554,HoBiPd,500
14555,Zr2Np,500
14556,VPt,500
14557,Ba3In2Cl2O5,1200
14558,Y2TeO6,1250
14559,MnV2O4,850
14560,Li4Ti3O8,1300
14561,MnVNi,600
14562,BaZr4Ge,550
14563,TmAlO3,1250
14564,AcSbAu2,550
14565,Hf(FeGe)6,800
14566,NaAg3,550
14567,Sn5O6,1250
14568,Mn3RhN,850
14569,Sm3Dy,500
14570,Cr(SiO3)2,1250
14571,YbTl3,550
14572,BeSiRh,650
14573,NaB(H4N)2,1300
14574,KBaCd2,500
14575,NpGe3,750
14576,Mg(CrN)2,900
14577,HfSnRh,500
14578,NaTc2As,1050
14579,Y2NiIr,600
14580,Li2CrP2O7,1300
14581,NpGa5Ni,750
14582,Pr3Er,500
14583,Al3Ni2,600
14584,PmBiPd2,500
14585,KRb2ScF6,1200
14586,CrCo5O2,1250
14587,U2Cu4As5,900
14588,Yb(ZnP)2,650
14589,CN,1300
14590,LiV2F5,1200
14591,Li4Nb3Fe3(SbO3)2,1250
14592,Tb(CoB)2,650
14593,La(SiIr)2,1300
14594,Nd2O5,1200
14595,CoGe,800
14596,Li2NbO3,1250
14597,SnH8(NCl3)2,900
14598,CeSi2Mo2C,900
14599,MgInNi2,650
14600,Re3C,750
14601,Na2BeBi,600
14602,Y(MnGe)2,700
14603,Ba4SnP,650
14604,Li3Mn2Fe(BO3)3,1250
14605,TiCoSb,500
14606,Pr3NbO7,1250
14607,Ca4CN4,1300
14608,Be2ZnTe,1000
14609,HoO3,800
14610,TmSb,500
14611,YNiB4,1000
14612,Li2MnCr3O8,1250
14613,K3AsS3,650
14614,BeCuTe2,650
14615,Na6PbO5,1250
14616,YRh,500
14617,Cu2P2O7,1200
14618,BH5CN2,1250
14619,CaCuP,850
14620,ReF7,1100
14621,HoSnRh,650
14622,Si2CN4,1200
14623,BaGaBi,600
14624,K2Li3GaO4,1350
14625,Co3W,850
14626,Ni3S,750
14627,MgMnF6,750
14628,LiFeP2HO8,1300
14629,Ca(CdP)2,550
14630,Tc2AsRh,1050
14631,TmBi2ClO4,1100
14632,Re2AsRu,550
14633,CeH3(CO2)3,1150
14634,UCoB4,1000
14635,Ba4HfIr,600
14636,KSmS2,600
14637,BaLiNi2,700
14638,Zn2CrWO6,1150
14639,KAuS,600
14640,Sc2AgRu,600
14641,Mn5SnO2,1200
14642,AcMg3,1000
14643,Lu(MnGe)2,700
14644,Na5MoNO4,1250
14645,Na(CO)3,1800
14646,Ge2Sb2Te5,500
14647,ZnNi3Sb2,600
14648,P2Rh3,500
14649,Ti2VTc,1050
14650,Cd3TeO6,1150
14651,Sr2PrO4,800
14652,SbSBr,600
14653,MgNi(GeO3)2,1200
14654,MnBeNi,650
14655,Li4CO4,1250
14656,PrNi2B2C,800
14657,BeGeRh2,650
14658,Na2Cl,700
14659,BeNb4Pb,1000
14660,Rb3AsSe4,550
14661,Li4WO5,1250
14662,Sr2AsAu,500
14663,ZrTaNO,850
14664,Be2NiRh,1050
14665,Be2ZnGa,1000
14666,NaBeW2,950
14667,TcRh3,1200
14668,Yb2CdPd2,900
14669,TiBe2Te,1000
14670,Ho(MnGe)2,700
14671,SiGe,500
14672,As2S3,750
14673,TmMgIn,700
14674,CaB2Rh3,500
14675,HoF3,1250
14676,BeTlFe2,600
14677,Nd(CuGe)2,600
14678,Tm2AlOs,500
14679,Pr4(FeB2)3,800
14680,Na3PO4,1250
14681,Lu(FeO2)2,1100
14682,NaTlPd2,500
14683,Sm2O3,1200
14684,Lu2HgAu,550
14685,BeGe2Se,600
14686,ScZn2Cu,550
14687,K3Co2F7,750
14688,NdDyMg2,750
14689,TmHfCo2,500
14690,Dy2AlZn,500
14691,P2Rh,600
14692,NdCuTeO,950
14693,IO2F,1250
14694,Zn2Sb3O8,1200
14695,Sr(MnGe)2,700
14696,SrAuO2,800
14697,NaCu,600
14698,BaMoSe,500
14699,ZnH6(SeO4)2,1300
14700,HoHfRu2,500
14701,NbSb2,500
14702,BPt2,600
14703,YbGaPd2,500
14704,NbRu3,700
14705,Li3NbS4,800
14706,LiTiVO4,1250
14707,LiTaRu2,650
14708,Sb2Ir,500
14709,Ta2BeCo,650
14710,Pd3N,800
14711,KCl,600
14712,Bi2SeO2,750
14713,Ag3Hg,550
14714,BeTe2Pd,900
14715,Ba3Al3Ga2,750
14716,Tb2B4C,900
14717,Re3Pd,1000
14718,Ba4FeP,700
14719,ErRh2Pb,600
14720,Ag3N,800
14721,B2Br5,700
14722,Ca2AlBiO5,1200
14723,Ti3In4,750
14724,Ho3Mn3Ga2Si,700
14725,MgVF4,1150
14726,BaSiCl,600
14727,CuAuSe4,800
14728,SiH2O,800
14729,S(IO3)2,1300
14730,MgCuO2,1100
14731,Ba(NdS2)2,800
14732,LiP(HO)2,1250
14733,LiV4CuO2,1200
14734,Be2SiSe,1000
14735,NdAgSn,500
14736,NaVAs,500
14737,Cr3CdTe4,500
14738,ReN2,950
14739,Tm2NiOs,600
14740,BeCr2Tc,1050
14741,Ba2CrBr,550
14742,CeTh3O8,750
14743,MnS,650
14744,CrB4,900
14745,BaCr2Te,500
14746,Mg2FeWO6,1150
14747,Ac2IrAu,500
14748,TmCo2,550
14749,Ba4HgPb,550
14750,Ca(VN)2,850
14751,K3SrPCO7,1300
14752,Be2InRh,1050
14753,ZnCu,550
14754,Li4Ti3V5O6,1300
14755,YbN,800
14756,LiIn2Ag,750
14757,BeCuPd2,1000
14758,TaO3,1100
14759,BaRhF6,750
14760,Be2NbRh,1050
14761,LaBi3,1800
14762,Ca3(FeN2)2,950
14763,TiCu,600
14764,KCrS2,600
14765,USb2Au,550
14766,NaV3O6,1150
14767,Sc2GaHg,500
14768,Li3Fe(BO3)2,1300
14769,TlPt2S3,850
14770,K2HgS2,650
14771,Li3NiO3,1450
14772,Yb2PrDyS6,750
14773,Si2MoAs,500
14774,Ni3(PbS)2,800
14775,V4ZnO8,1200
14776,ScAg2,550
14777,PrSb,500
14778,RbLuSe2,500
14779,Li4TiTe3O2,1300
14780,Lu2BeOs,650
14781,AlTl2F5,1250
14782,BeNb4Sn,1000
14783,RbGaCl4,850
14784,Rb2SiF6,750
14785,K2As2Pd,500
14786,NbAsP2,500
14787,Ca6Ge2O,750
14788,BeCr2P,650
14789,SnC2(SN)2,1200
14790,Er(FeO2)2,1100
14791,Ba4MgTe,500
14792,NiPb2(N3O)2,1300
14793,MgNiH3,650
14794,BeSb2Cl,750
14795,Tm2Sb2O7,1250
14796,Tc3P,1450
14797,MgNi,750
14798,Li2TiFeO4,1200
14799,PrZnNi,600
14800,HoTl,500
14801,Nb2P5,650
14802,Be2ReBr,1000
14803,H2OsN5Cl3O,1200
14804,Li4Cr3Sn3(SbO3)2,1300
14805,Ca(NiP)2,600
14806,CaBiPd2,500
14807,Nb5Ge3,650
14808,PmHoMg2,650
14809,Y2ZnIr,500
14810,PbAu3,550
14811,Ba4GaPd,600
14812,LiSbF6,1100
14813,PrZn,500
14814,SrCu2O3,950
14815,Ba2PrSbO6,1200
14816,Cu2Te2Cl2O5,1450
14817,DyMnB4,900
14818,LiCo2O2F3,1250
14819,ZrPd3,900
14820,GeH3Cl,700
14821,Ti4Bi2O,1250
14822,YBeOs2,650
14823,Rb5SiAs3,550
14824,TbB2Ir3,650
14825,Be(BC)2,900
14826,NbCo2,550
14827,Li2Si2NiO6,1250
14828,LiBe2Cr,950
14829,BeTc2Bi,1050
14830,K2NaAlF6,750
14831,BaMn4ZnO8,850
14832,Be2RhW,1050
14833,LiLu2Ga,500
14834,Ba4ScMo,550
14835,Fe3NiN,900
14836,Nb5Ge3B,700
14837,Ba4YPd,550
14838,IrPb,500
14839,Ga2PdI8,500
14840,CuO2,850
14841,Li2TlSb,800
14842,ZnCuF4,650
14843,H6PbCNCl3,900
14844,TmCdPd2,500
14845,ErCo2,550
14846,TiBeNb,700
14847,NaMgSb,600
14848,CeNi5,1700
14849,MgMo2As,700
14850,BeNiPb2,650
14851,BeVPb,1000
14852,Ru3Cl,950
14853,Ba2LiV,700
14854,GaCuS2,550
14855,BeTc2Os,1050
14856,LiPrHg2,800
14857,BaNa2Pt,650
14858,KBePt,950
14859,Ba4NbFe,650
14860,NaPF6,1150
14861,U2PN2,900
14862,LuTe2,500
14863,TiFeCoGe,700
14864,Ca2Cr2O5,1200
14865,As(S8I)3,650
14866,KBe2Si,1000
14867,Pm2ZnSn,550
14868,ScCdHg2,600
14869,Rb3BrO,650
14870,Ba2Bi,700
14871,CaZrSi2O7,1200
14872,Ba2NaGa,700
14873,Pr5AgSe8,600
14874,FeSbAs,750
14875,YBe2Ir,1000
14876,YCrO4,1100
14877,NaLiTl2,750
14878,ErBi,500
14879,KTi5Se8,750
14880,U2Cr3Si,650
14881,BeSb2Pd,900
14882,KHCO2,1100
14883,Mg3W,750
14884,SrHgPb,550
14885,Li2BeSiO4,1100
14886,NaNd2RuO6,1250
14887,Cr3WO8,1250
14888,LiMgAu2,750
14889,Na3Hg,700
14890,Ba4RePd,600
14891,NbGeRu2,500
14892,Ta2OsW,500
14893,BaMoCl,600
14894,UGePt,500
14895,TmInPt,500
14896,LaC2,900
14897,GaCuO2,1100
14898,BeFe2Mo,600
14899,KCuC2,950
14900,Ba4CrTe,550
14901,Cd(GaO2)2,1250
14902,Ce2Ni2Sn,1600
14903,TiBe2Pt,1050
14904,Mg3Co,1000
14905,ThB2O5,1350
14906,Li2PmIn,750
14907,BePdBr4,950
14908,SmOF,750
14909,TeF4,1250
14910,Be2NbCu,1000
14911,Ca2GeO4,1200
14912,SmAs3,500
14913,Sr(CdSb)2,500
14914,Ni6OF,1500
14915,Li4Co2S9,1400
14916,KTmO2,800
14917,CeSi2Ru3,1250
14918,CaPuRh2,500
14919,Cu6PbO8,1550
14920,NaCd2Pt,550
14921,TiBe2Se,1000
14922,BaTeO4,1300
14923,Na3SbO3,1250
14924,DyYRh2,600
14925,Na2Zn3Se4,800
14926,Ba4CdPt,500
14927,Al(HO)3,1900
14928,SrBeBi,950
14929,Na4FeO4,1200
14930,Hf2MnIr,600
14931,Ba4BeSn,650
14932,RbHO,1150
14933,Mg2Mo3O8,1200
14934,TlSnF7,1250
14935,Hf2ZnRe,650
14936,Li3Ti(NiO3)2,1200
14937,NbGaPt,500
14938,ErSiPd2,900
14939,DyNi5,700
14940,Be2InTc,1050
14941,Mg3TcH7,950
14942,U(Fe2P)2,950
14943,Li2TlAu,800
14944,CaAcIn2,550
14945,MnSnIr,600
14946,Ba4MnZn,700
14947,Ni2S,600
14948,YMgIn,750
14949,V6OF,1250
14950,CoSnC4Cl3O4,1200
14951,CuAs2,650
14952,CF4,1250
14953,Cr2CuS4,600
14954,NbW3Se8,750
14955,Ba2YV3O7,1200
14956,Li2V2F7,1250
14957,LiPd3,850
14958,Ca2HN,900
14959,RbNa2NiO2,800
14960,ZrBeGe,650
14961,Li2N,1200
14962,Li2Ti3BiO8,1250
14963,NdB2Ru3,550
14964,K2SnBr6,650
14965,Sm(CuSi)2,650
14966,Li5SbS,1600
14967,MnBe2Cd,1050
14968,YGaAg2,550
14969,Nd(CoAs)2,550
14970,ZrMnBe,650
14971,Be2TlSe,1000
14972,GeBi3,500
14973,ZnO,650
14974,Sr(PRh)2,500
14975,BePd2,950
14976,Na2GeS3,800
14977,LiAlPdF6,1250
14978,TeRhCl,600
14979,CdSnPd2,500
14980,TiTe,500
14981,WSe2,550
14982,Y2Ni2O7,1450
14983,YbTh3,700
14984,SmNiB4,950
14985,VZn3,650
14986,LiSb(PO4)2,1350
14987,TaO2F,1200
14988,CS2NF5,1250
14989,NbRh3,650
14990,NbCoSn,550
14991,YbHgPd2,500
14992,LiPF6,1150
14993,ScOs2,750
14994,PtO3,1200
14995,Ti3Cu4,950
14996,Sc3InN,800
14997,Er2V2O7,1250
14998,ZnSnF6,750
14999,SnH4(NF)2,1100
15000,TiMn5O2,1250
15001,LuTaOs2,600
15002,NaPr2IrO6,1250
15003,TiS2,600
15004,Li3MnO3,1300
15005,Ba4CoP,650
15006,Zn3As2(HO)6,1300
15007,CoOF,800
15008,PaPbAu2,550
15009,NdGe,500
15010,V2CoO4,1200
15011,YNi,650
15012,BaTlSe2,550
15013,ZrSe2,550
15014,Ca4Sb2S,550
15015,BeCu4Re,900
15016,YNi3Se2ClO8,1500
15017,LiFeO2,1200
15018,ErB2Rh2C,800
15019,Ge3Bi2O9,1250
15020,SmCo2,500
15021,Zn2Co3O8,1200
15022,Li2MnCr2O6,1250
15023,SiH8C2N8(OF3)2,1300
15024,BaPrMn2O6,1200
15025,IOF3,1250
15026,BaSn3,800
15027,Ba(AlSi)2,650
15028,SrAlGeH,600
15029,MgSnAs2,650
15030,ThCu2,650
15031,Li3P2WO8,1300
15032,SbO2,1300
15033,YbIn3,600
15034,HoCu5,950
15035,Ca2Al2O5,1250
15036,Tb2CBr,850
15037,NpN,850
15038,Li2Mn3SnO8,1250
15039,V2Te2O7F2,1200
15040,KSrCO3F,1200
15041,SmDyRu2,500
15042,U(SbO3)2,1200
15043,NpOs2,750
15044,Ge3Cl8,900
15045,BaLi2Mg(PO4)2,1300
15046,Pr(AlGa)2,500
15047,InCu,600
15048,Sr6Sn2NF,800
15049,NbSe3,600
15050,Zn2PtRh,500
15051,ZrTc2W,1050
15052,NbCoB2,950
15053,YbTmRh2,500
15054,LiY2Pt,500
15055,Ho(FeGe)2,750
15056,MgCd2,650
15057,CaNd3,600
15058,PrSiO4,1200
15059,Mg2CrN2,1000
15060,Ce(SiNi)2,1450
15061,LiBeW2,800
15062,BeO,700
15063,Zn3Sn2O7,1250
15064,TmSnRh2,500
15065,Mg2In,1050
15066,SrBeTc2,1050
15067,Sc7CBr2,800
15068,Er(NiP)2,600
15069,NbFeB,750
15070,TbGeIr,700
15071,BaSr2Li,750
15072,Yb2Ti2O7,1250
15073,SrCuO2,800
15074,NaSr(PO3)3,1850
15075,SrGe(HO2)2,1200
15076,NdScSi,500
15077,DyPb3,500
15078,Ba4TlP,600
15079,RbOsO3,850
15080,Te4W3Se2,500
15081,Ca2CdSn,500
15082,Be2HgPt,1050
15083,V2NiTe2,1200
15084,Nd(SbOs2)2,700
15085,CrInCu2,650
15086,H3S,650
15087,U2TeO2,800
15088,Sr2Cu(IO)2,850
15089,Sr2ErRuO6,1250
15090,CaBeSb2,700
15091,KNiAu3(CN)6,1150
15092,TcAg3,950
15093,Er2ZnAu,500
15094,TlBiTe2,500
15095,Y(MnBe)2,1050
15096,BeGeAs2,650
15097,BaZnGe,750
15098,ZrBeNb,950
15099,NaCr2O4,1200
15100,Ba4BeGe,650
15101,TiB,600
15102,Tb(CoB3)2,1000
15103,KB6,900
15104,Dy2InHg,500
15105,Mg2SiO4,1150
15106,LiTi2Be,700
15107,Cu8O,950
15108,Zn(BIr)2,650
15109,AcBiAu2,550
15110,ScBe2Cd,1050
15111,RbTeAu,550
15112,Li4HN,1300
15113,CaTi4Cu3O2,1250
15114,MoI3,500
15115,KTeOF3,700
15116,Ba4CoRe,650
15117,Si3Mo,500
15118,Fe(NiO2)2,1500
15119,CaSn3,600
15120,CoP2O7,1250
15121,KAg3Se2,900
15122,LiCaCoF6,1250
15123,GaCu3,950
15124,Sr2Be2Cr,1050
15125,Al3BN4,950
15126,LiMn2Fe3O8,1200
15127,SiHgP2,500
15128,BaSrCd2,500
15129,Ce(Fe2P)2,850
15130,Hf2SnC,800
15131,Tb(SiAg)2,500
15132,YTlPd,950
15133,YbNbRu2,500
15134,TbMgAu2,650
15135,Ba4RhPb,550
15136,TaCrO4,1250
15137,Ba2NaBe,650
15138,Be2TlPd,1050
15139,Be2CuSn,700
15140,K2Zn(SiO3)2,1250
15141,TiAlO3,850
15142,BaCr4O8,1150
15143,SmDyHg2,550
15144,K4BeNb,1000
15145,TbY3,500
15146,LiBeAu2,800
15147,KPt2Se3,600
15148,CdSnP2,500
15149,Bi(BO2)3,1250
15150,Sm3AuO6,1150
15151,MgBeW2,750
15152,NaTbSe2,500
15153,Pr3Cu,650
15154,LiCrBO3,1250
15155,Hf2TcPd,500
15156,AcN,850
15157,Ti(CrTe2)2,500
15158,Na2CuAs,900
15159,ScBeSn2,650
15160,ScBeW2,1000
15161,BeBiIr2,950
15162,Pr3(BN2)2,1000
15163,ReH8(NCl3)2,900
15164,SnSb,500
15165,Tm3V,500
15166,TaTiOs2,700
15167,Zr2N,800
15168,Tm2TiO5,1250
15169,BeSeBr,900
15170,DySbPd,500
15171,Li2CeO3,850
15172,HfBe3,1550
15173,LiTm2Tc,750
15174,CeInAu,1400
15175,Be2FeMo,1000
15176,BaAs3,650
15177,Ca(PtO2)2,1100
15178,Li2Ca,1200
15179,Mg2GeO4,1150
